feature,importance
dow_cos,0.45501030647659657
no_inspe_prio_2_mean7,0.4460962873868266
dow,0.3069626775615006
no_correctivos_sum14,0.260184017060369
dow_sin,0.24169127285018818
horas_down,0.23947282811536458
total_payload_lag10,0.22780917645869128
consumo_mean_3,0.06901362848241792
total_payload_mean7,0.0616357226992017
no_cycles_std7,0.05676763069396823
intensidad_uso,0.04439939137259695
no_inspe_prio_1_mean7,0.03329672947976552
payload_per_km,0.02026567291614285
