feature,importance
horas_down,0.16051187841105563
dow,0.10852591273854469
no_inspe_prio_2_mean7,0.10083734349199017
dow_cos,0.09122973541138513
no_correctivos_sum14,0.08755944699751445
total_payload_mean7,0.08013583758057669
total_payload_lag10,0.07359130084656597
payload_per_km,0.06627090669937061
intensidad_uso,0.06571695520532642
no_cycles_std7,0.043449225606606065
dow_sin,0.04227455274604841
consumo_mean_3,0.040220964573355375
no_inspe_prio_1_mean7,0.03967593969166046
