Modelo,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,MASE_mean,MASE_std
Theta,1.8589978978757933,0.2733728181291406,2.310430889322899,0.2406302853492259,63.26473899930767,18.185179909295513,0.6479402112136968,0.09411434640829032
Holt_Winters,1.890937812942711,0.3106375833883487,2.334122016482881,0.27091254551986077,63.70460001054746,18.624050596583054,0.659069986885466,0.10712848520963858
SARIMAX,1.9449917168521265,0.13101770329229726,2.3498684849329363,0.2563917389183524,65.5646397788401,16.006031469157097,0.6779776725658782,0.04405620739101115
SES,2.0214453604080487,0.2921063572855176,2.409664586914091,0.36805456212567017,66.8848110015905,16.518569011520164,0.7044954994934317,0.10014280850517464
MA_14,1.9938775510204079,0.34207271781482296,2.3659669618551207,0.3644893140805193,67.00569166578211,16.591360222444848,0.6948354782129669,0.11751955039051912
MA_7,2.0020408163265304,0.31987802235827106,2.417263986065355,0.42812197449847655,67.0288619877354,13.995525754910865,0.6976809784259321,0.10950949376337697
Seasonal_Naive,2.6714285714285713,0.773608032374989,3.42374986070472,0.9108040246388724,85.69529630033833,20.420749197223586,0.9306168927447931,0.2672984752596727
Naive,3.4714285714285715,1.8575548993452744,4.0164131056436,1.7102099053343227,102.09273173138718,43.102671793887914,1.2096751651494042,0.6458003087853652
